PID,Neighborhood,Year Built,Overall Qual,Kitchen Qual,Exter Qual,Lot Area,SalePrice
528387030,NoRidge,1993,8,Gd,Gd,11692,263550
528390100,NoRidge,1994,8,Gd,Gd,46589,402000
528390210,NoRidge,1994,7,Gd,Gd,29959,248000
528427020,Somerst,2008,8,Gd,Gd,9612,244600
528431020,Somerst,2008,8,Gd,Gd,11194,275000
528431070,Somerst,2008,8,Gd,Gd,10206,257500
528435030,Somerst,2008,8,Ex,Gd,9262,287090
528435050,Somerst,2007,8,Gd,Gd,10130,275500
528439060,Somerst,2006,8,Gd,Gd,9139,245000
528441020,Somerst,2005,7,Gd,Gd,9675,253000
528441090,Somerst,2005,9,Ex,Ex,11128,468000
528456180,Somerst,2009,7,Gd,TA,8640,252678
528456220,Somerst,2008,8,Gd,Gd,9000,210000
528456240,Somerst,2009,6,Gd,Gd,7862,208300
528458020,Somerst,2008,7,Gd,Gd,7993,225000
528458040,Somerst,2009,8,Gd,Gd,8640,229456
528458060,Somerst,2008,7,Gd,Gd,8640,229800
528458140,Somerst,2007,9,Gd,Gd,12606,250000
528458160,Somerst,2009,9,Ex,Ex,9187,370878
528458180,Somerst,2006,8,Gd,Gd,7500,238500
528477050,Somerst,2008,10,Ex,Ex,11003,310000
528477070,Somerst,2006,8,Gd,Gd,10603,270000
528480040,Somerst,2005,8,Gd,Gd,10574,252000
528480130,Somerst,2006,7,Gd,Gd,8125,241000
528480170,Somerst,2008,8,Gd,Gd,8125,264500
528482040,Somerst,2006,7,Ex,Gd,10625,291000
528482130,Somerst,2003,7,Gd,Gd,9375,263000
528488100,Somerst,2004,7,Gd,Gd,7500,185000
528490040,Somerst,2003,7,Gd,Gd,8736,234500
528490070,Somerst,2003,7,Gd,Gd,8127,209000
531363010,SawyerW,2007,7,Gd,Gd,9605,159000
531363030,SawyerW,2006,7,Gd,Gd,7500,152000
531363050,SawyerW,2004,6,Gd,TA,7500,143500
531369010,SawyerW,2004,7,Gd,Gd,10628,193000
531369020,SawyerW,2004,8,Gd,Gd,10141,203000
531371050,SawyerW,2003,7,Gd,Gd,10083,184900
531375040,SawyerW,2004,7,Gd,Gd,13072,159000
531375090,SawyerW,2004,5,Gd,TA,13072,142000
531375130,SawyerW,2003,5,Gd,TA,12450,153000
531376090,SawyerW,2008,7,Gd,Gd,7328,224243
531379050,SawyerW,1996,7,Gd,Gd,11492,220000
531382070,SawyerW,2005,8,Gd,Gd,10994,257000
531385020,SawyerW,2001,7,Gd,Gd,8529,189000
531450120,SawyerW,1992,6,Gd,Gd,7703,171500
531452010,SawyerW,1980,6,TA,TA,10762,120000
531452070,SawyerW,1990,6,Gd,Gd,7175,145000
531452260,SawyerW,1994,7,Gd,Gd,9109,184000
531453100,SawyerW,1986,6,TA,TA,10274,162000
531475220,SawyerW,1981,6,TA,TA,8250,160000
531477020,SawyerW,1950,4,TA,Fa,8400,82000
531479020,SawyerW,1928,6,TA,TA,9000,76000
532353020,Sawyer,1962,5,TA,TA,9750,110000
532353130,Sawyer,1977,5,TA,TA,7064,135000
532354160,Sawyer,1961,5,TA,TA,8499,141000
532354230,Sawyer,1961,5,TA,TA,9079,122000
532376070,Sawyer,1965,5,TA,TA,9316,124100
532376110,Sawyer,1963,5,Gd,Gd,7791,129000
532377130,Sawyer,1961,5,TA,TA,10000,131400
532378120,Sawyer,1965,5,TA,TA,8281,62383
532378180,Sawyer,1962,5,TA,TA,7150,123000
532478020,Veenker,1980,8,Gd,Gd,15676,275000
533135020,NoRidge,1991,7,Gd,Gd,11949,235000
533206020,Somerst,2004,7,Gd,Gd,2880,280750
533210010,Somerst,2009,6,Gd,Gd,3951,164500
533210020,Somerst,2009,6,Gd,Gd,3000,173733
533213010,Somerst,2008,6,Gd,Gd,3830,222000
533213020,Somerst,2008,6,Gd,Gd,4217,195000
533213040,Somerst,1999,6,TA,TA,3230,172500
533221040,Somerst,2000,6,Gd,Gd,2998,180000
533223030,Somerst,1999,7,Gd,Gd,3768,156000
533236050,Somerst,1999,8,Gd,Gd,2645,172500
533252040,Veenker,1977,8,Ex,Ex,14694,318750
533253070,Greens,1981,8,Gd,Gd,3782,211500
533254050,Veenker,1981,7,Gd,Gd,15417,241600
533254110,Veenker,1976,8,TA,Gd,9600,180500
533352150,Sawyer,1976,4,TA,TA,9991,150000
534125080,NWAmes,1968,6,TA,TA,11700,154000
534127130,NWAmes,1970,6,TA,TA,11717,185000
534127170,NWAmes,1968,6,Gd,TA,9156,185750
534128010,NWAmes,1973,7,TA,TA,10382,200000
534128020,NWAmes,1974,7,Gd,TA,12732,206000
534128100,NWAmes,1972,6,TA,TA,12936,162000
534128190,NWAmes,1967,6,Gd,TA,10400,256900
534129080,NWAmes,1967,6,TA,TA,17871,197900
534129370,NWAmes,1969,5,TA,TA,9600,163000
534129380,NWAmes,1969,6,TA,TA,9000,113000
534151120,NWAmes,1977,7,Gd,TA,13774,230000
534152120,NWAmes,1977,6,TA,TA,9650,167900
534175080,NWAmes,1998,7,Gd,Gd,10140,213250
534177230,NWAmes,2001,8,Gd,Gd,8400,227000
534200030,NAmes,1967,5,TA,TA,7130,130000
534202170,NAmes,1967,5,TA,TA,9600,143000
534226120,NAmes,1965,5,TA,TA,9100,117500
534250400,NWAmes,1974,7,TA,TA,9600,168500
534251030,NWAmes,1971,6,TA,TA,16500,172500
534252240,NWAmes,1967,6,TA,TA,9790,161500
534275060,NAmes,1960,4,TA,TA,7436,141500
534275100,NAmes,1959,5,TA,TA,8125,118000
534276040,NAmes,1959,6,TA,TA,9100,127500
534277090,NAmes,1957,4,TA,TA,9450,140000
534278070,NAmes,1956,5,TA,TA,13495,177625
534278230,NAmes,1958,5,TA,TA,11475,110000
534400050,NAmes,1964,6,TA,TA,10004,167000
534400290,NAmes,1961,5,Gd,TA,9350,153000
534402060,NAmes,1964,5,TA,TA,10500,145100
534402140,NAmes,1966,5,TA,TA,11000,154000
534402170,NAmes,1965,5,TA,TA,8970,177500
534403370,NAmes,1964,6,TA,TA,12095,158000
534426110,NAmes,1959,5,TA,TA,9600,124500
534429150,NAmes,1961,6,Gd,TA,11475,174500
534431130,NAmes,1955,5,TA,TA,9768,122000
534450150,BrkSide,1940,4,Fa,Fa,5330,82500
534451110,BrkSide,1950,5,Gd,TA,7015,110000
534475185,NAmes,1953,6,TA,TA,12160,149500
534475250,NAmes,1967,6,TA,Gd,9900,175000
534476150,NAmes,1953,6,TA,TA,9600,167000
534476320,NAmes,1956,5,TA,TA,9600,128900
534477110,NAmes,1950,6,TA,TA,9600,140000
534478230,NAmes,1950,5,Gd,Gd,9600,147000
535101120,NAmes,1967,5,TA,TA,8944,124000
535104120,NAmes,1961,6,TA,TA,10573,187500
535105100,NAmes,1963,6,TA,TA,9500,159000
535125070,NAmes,1966,6,Gd,TA,14695,256000
535125090,NAmes,1965,7,TA,TA,13600,205000
535126010,NAmes,1968,6,Gd,TA,13000,193500
535126100,NAmes,1968,6,TA,TA,13560,110000
535150070,NAmes,1920,4,TA,TA,12513,104900
535151040,NAmes,1956,5,TA,Gd,8760,150000
535152230,NAmes,1957,6,TA,TA,8400,156500
535154060,NAmes,1960,7,TA,TA,12285,176000
535154130,NAmes,1959,6,Gd,Gd,9240,149500
535175030,NAmes,1958,6,TA,TA,9600,139000
535175050,NAmes,1958,6,TA,TA,12400,155000
535178040,NAmes,1956,5,TA,TA,8750,120000
535178120,NAmes,1955,5,Gd,TA,8750,153000
535179160,NAmes,1956,4,TA,TA,10400,144000
535300120,NAmes,1962,6,TA,TA,19296,176000
535301170,NAmes,1954,5,TA,TA,8532,153000
535302120,NAmes,1958,5,TA,TA,9482,135000
535303110,NAmes,1954,6,TA,TA,8128,131000
535303150,NAmes,1953,5,TA,TA,10634,123000
535304100,NAmes,1951,5,TA,TA,13070,126000
535325290,NAmes,1955,4,Fa,TA,10434,115000
535351050,NAmes,1951,5,TA,Gd,14559,164900
535352090,NAmes,1945,5,Fa,TA,8480,113000
535353040,NAmes,1952,5,Gd,Gd,7626,145500
535353060,NAmes,1953,5,TA,TA,9533,102900
535353140,OldTown,1900,3,TA,TA,10615,95000
535353240,NAmes,1948,7,TA,TA,11419,152500
535354070,NAmes,1950,5,TA,TA,9600,129900
535354100,NAmes,1948,6,TA,TA,8000,132000
535375010,OldTown,1958,3,TA,TA,5470,99900
535375050,OldTown,1916,5,TA,TA,10410,135000
535376060,OldTown,1939,5,Gd,TA,10800,149000
535377150,OldTown,1900,4,TA,Gd,8146,114000
535378020,OldTown,1924,5,Gd,Gd,9022,109500
535378120,OldTown,1925,5,Ex,TA,10230,125000
535381040,OldTown,1915,4,Gd,TA,10410,142900
535382100,OldTown,1910,7,Gd,Gd,7200,156500
535383060,OldTown,1940,2,Gd,Fa,5400,59000
535383070,OldTown,1920,4,TA,Fa,5400,105000
535383110,OldTown,1920,5,Gd,TA,10800,106000
535383120,OldTown,1890,3,TA,TA,10800,78500
535402010,NAmes,1969,6,TA,TA,9671,190000
535402090,NAmes,1963,6,TA,TA,10143,154000
535402270,NAmes,1967,6,TA,Fa,11500,163000
535402330,NAmes,1969,5,TA,TA,11643,200000
535403190,NAmes,1958,6,Gd,Gd,8010,143500
535403210,NAmes,1957,6,TA,TA,10454,135000
535403280,NAmes,1957,5,TA,TA,8712,153000
535425070,NAmes,1960,6,TA,TA,17600,157500
535426150,NAmes,1958,6,TA,TA,9000,113500
535450070,NAmes,1949,5,TA,Gd,12144,133000
535450160,NAmes,1950,3,TA,TA,8544,92900
535450200,NAmes,1950,6,TA,TA,8064,128500
535451170,NAmes,1949,4,TA,TA,7200,90000
535451250,NAmes,1950,5,TA,TA,7200,138000
535452090,NAmes,1958,5,TA,TA,7350,128000
535452100,NAmes,1958,5,TA,TA,7560,139000
535452140,NAmes,1952,5,TA,TA,7200,118900
535453100,NAmes,1959,5,TA,TA,8000,138000
535453200,NAmes,1959,5,TA,TA,7931,132500
535454100,NAmes,1949,4,TA,TA,10800,133500
535454160,NAmes,1948,6,TA,TA,8064,135000
535475010,NAmes,1964,6,TA,TA,7570,144750
535476110,NAmes,1978,5,Gd,TA,8604,145000
535476240,NAmes,1963,6,TA,TA,7936,127000
535477150,NAmes,1962,5,TA,TA,6600,109500
902101010,OldTown,1926,6,TA,TA,3950,115000
902102080,OldTown,1910,5,TA,TA,10440,110000
902103100,OldTown,1935,6,Gd,TA,4080,128900
902103120,OldTown,1910,6,TA,TA,10307,103500
902103170,OldTown,1941,5,TA,TA,5720,66500
902105050,OldTown,1910,5,Gd,TA,15660,130000
902105060,OldTown,1910,5,TA,Gd,9900,129000
902106010,OldTown,1939,5,TA,TA,6406,150000
902106060,OldTown,1892,5,TA,TA,6600,107500
902109130,OldTown,1920,4,Fa,Fa,7627,94550
902109140,OldTown,1952,5,TA,TA,7596,124500
902110080,OldTown,1946,7,TA,TA,3378,135000
902134120,OldTown,1910,5,TA,TA,10134,103000
902135020,OldTown,1953,4,TA,Fa,6000,93000
902201110,OldTown,1950,5,TA,TA,6000,129500
902202150,OldTown,1954,5,Gd,TA,6000,93000
902204080,OldTown,1920,4,TA,TA,7404,80000
902205010,OldTown,1940,2,TA,TA,5925,45000
902205030,OldTown,1910,3,TA,TA,5925,37900
902206260,OldTown,1938,5,TA,TA,5784,91300
902207170,OldTown,1923,5,TA,Gd,8520,99500
902300090,OldTown,1920,4,TA,TA,4456,113000
902301060,OldTown,1910,4,Gd,Gd,9600,87500
902301080,OldTown,1947,5,TA,TA,3500,110000
902325070,OldTown,1898,5,TA,TA,8100,106000
902326030,OldTown,1880,7,Gd,Gd,11700,265979
902327070,OldTown,1900,6,Ex,TA,8400,160000
902329080,OldTown,1917,6,Ex,TA,3600,119000
902330040,OldTown,1882,8,Gd,Gd,17671,168000
902331010,OldTown,1910,4,TA,TA,3300,58500
902401130,OldTown,1920,7,TA,TA,9000,143000
902402150,OldTown,1910,5,TA,TA,7200,85000
902405100,OldTown,1890,5,TA,TA,8820,124900
902405120,OldTown,1920,6,TA,Fa,5400,119000
902406070,OldTown,1910,6,Gd,TA,9720,146500
902477120,IDOTRR,1920,4,TA,TA,7879,34900
902477130,IDOTRR,1900,3,TA,TA,9392,44000
903200080,BrkSide,1923,5,Gd,TA,21384,223500
903201020,BrkSide,1923,6,Gd,TA,6615,149000
903201080,BrkSide,1925,7,Ex,Gd,7264,205000
903202170,BrkSide,1930,5,TA,TA,4960,137000
903205040,BrkSide,1916,6,Fa,TA,8854,121000
903226130,BrkSide,1936,4,TA,TA,6000,128000
903226170,BrkSide,1937,6,TA,Gd,6000,134900
903227070,BrkSide,1925,5,TA,TA,6000,117000
903227090,BrkSide,1939,6,TA,TA,6000,132500
903228070,BrkSide,1924,5,TA,TA,6000,93000
903228120,BrkSide,1926,6,TA,Gd,6000,119000
903230100,BrkSide,1924,5,Fa,TA,6911,100000
903231010,BrkSide,1936,5,TA,TA,6120,141500
903231030,BrkSide,1935,4,Gd,TA,6120,133000
903231060,BrkSide,1936,2,Fa,Fa,6120,60000
903231130,BrkSide,1931,5,TA,TA,6120,105000
903232060,BrkSide,1925,5,TA,TA,6120,115000
903234220,BrkSide,1938,5,TA,TA,6120,150000
903236040,BrkSide,1925,5,TA,TA,8635,126500
903400220,BrkSide,1916,6,Gd,TA,11888,214500
903425245,BrkSide,1910,7,Gd,TA,11414,167500
903427120,OldTown,1915,6,TA,TA,8094,155000
903429080,OldTown,1915,7,Ex,Gd,2500,155000
903429110,OldTown,1915,7,TA,TA,9928,179900
903430060,OldTown,1912,6,TA,TA,5520,104000
903430070,OldTown,1922,5,TA,TA,3000,62500
903451090,IDOTRR,1927,6,TA,TA,6876,149000
903458170,IDOTRR,1925,4,TA,TA,6240,103000
903475100,OldTown,1915,6,Gd,TA,5775,123000
903476090,OldTown,1902,7,TA,TA,5852,97500
903481120,IDOTRR,1927,6,TA,TA,5160,135000
903481130,IDOTRR,1923,4,Gd,TA,5160,70000
903484110,IDOTRR,1915,6,TA,TA,10320,116000
904100190,Sawyer,1946,4,Fa,TA,4280,88750
904301060,Edwards,1987,5,TA,TA,10800,179000
904301070,Edwards,1987,5,TA,TA,10800,179000
904301100,Edwards,1978,5,TA,TA,10547,159900
904301375,Edwards,1922,1,Fa,Fa,10020,61000
904351200,Edwards,1925,6,TA,TA,6629,103600
904351240,Edwards,1934,5,TA,TA,9780,63000
905101260,Sawyer,1963,5,TA,TA,12886,175000
905101490,Sawyer,1963,5,TA,TA,8816,139000
905103040,Sawyer,1978,6,TA,TA,11184,172500
905103070,Sawyer,1967,5,TA,TA,11625,113500
905105190,Sawyer,1967,5,Gd,TA,7800,130000
905107310,Sawyer,1978,6,TA,TA,8014,149900
905108190,Sawyer,1982,5,TA,TA,7252,134900
905108220,Sawyer,1982,5,TA,TA,8740,137000
905200220,Sawyer,1962,5,TA,TA,11616,139000
905200260,Sawyer,1961,5,TA,TA,15400,165000
905200350,Sawyer,1960,6,TA,TA,15312,148000
905225090,ClearCr,1956,5,TA,TA,15584,165000
905228050,Sawyer,1947,2,Fa,TA,9000,63900
905229040,ClearCr,1957,4,TA,TA,11250,161500
905325020,ClearCr,1968,5,Ex,TA,25095,143000
905377010,Edwards,1956,4,TA,TA,17140,135000
905377130,Edwards,1940,4,TA,TA,12342,82500
905401100,ClearCr,1955,5,TA,Gd,10708,190000
905402060,Edwards,1955,3,TA,TA,13680,139600
905402070,Edwards,1954,4,TA,TA,15635,122000
905450020,Edwards,1956,6,TA,TA,9855,127500
905451300,Edwards,1956,5,TA,TA,9571,121500
905451340,Edwards,1958,5,TA,TA,9571,60000
905452040,Edwards,1946,6,Gd,TA,9350,154400
905452050,Edwards,1941,4,TA,TA,9340,113000
905475160,Edwards,1954,5,TA,TA,7440,125000
905475500,Edwards,1957,4,TA,TA,11500,84000
905476230,Edwards,1984,5,Gd,Gd,4235,139500
905478030,Edwards,1949,5,TA,TA,11409,131000
905480030,Edwards,1939,6,TA,TA,9060,105000
905480210,Edwards,1940,4,TA,TA,9084,108000
906201021,SawyerW,1990,7,Gd,Gd,10778,162000
906201050,SawyerW,1983,6,Gd,Gd,19255,156500
906201130,SawyerW,1983,8,Gd,Gd,12327,316600
906203120,SawyerW,1990,7,Gd,Gd,14684,271900
906223060,SawyerW,1993,7,Gd,Gd,9317,213000
906223080,SawyerW,1993,7,Gd,Gd,10560,239900
906223210,SawyerW,1995,8,Gd,Gd,9828,239500
906226060,SawyerW,1880,5,TA,Gd,26400,131000
906226070,SawyerW,1979,5,TA,TA,7018,118964
906226080,SawyerW,1979,5,TA,TA,7018,153337
906226090,SawyerW,1979,5,TA,TA,7018,147983
906226100,SawyerW,1979,5,TA,TA,7018,118858
906226110,SawyerW,1979,5,TA,TA,7018,118858
906226120,SawyerW,1979,5,TA,TA,7018,142953
906226130,SawyerW,1979,5,Gd,TA,7040,148325
906226140,SawyerW,1979,5,TA,TA,7007,113722
906230010,SawyerW,2000,7,TA,TA,11855,269500
906230020,SawyerW,2000,7,TA,TA,7939,269500
906230030,SawyerW,2000,7,TA,TA,7976,269500
906340100,CollgCr,2009,9,Ex,Ex,10933,323262
906340110,CollgCr,2007,8,Gd,Gd,10637,297000
906340120,CollgCr,2008,8,Ex,Gd,10226,295493
906340130,CollgCr,2008,9,Ex,Ex,10816,332000
906378110,CollgCr,2008,8,Gd,Gd,9178,239900
906380050,CollgCr,2007,8,Gd,Gd,10769,212000
906380060,CollgCr,2007,8,Gd,Gd,11422,272500
906380100,CollgCr,2007,9,Ex,Gd,11923,239000
906380130,CollgCr,2006,7,Gd,Gd,8814,220000
906380210,CollgCr,2007,7,Gd,Gd,6762,200000
906380220,CollgCr,2008,8,Gd,Gd,10324,221800
906392070,CollgCr,2007,7,Gd,Gd,7314,194500
906392110,CollgCr,2005,8,Gd,Gd,11645,237000
906392130,CollgCr,2005,6,Gd,Gd,11646,173000
906402060,SawyerW,1989,7,Gd,Gd,12800,275000
906426210,ClearCr,1992,7,Gd,Gd,16698,233500
906475070,ClearCr,1967,5,TA,TA,28698,185000
907126010,CollgCr,1996,5,Gd,TA,12464,152000
907126050,CollgCr,1994,5,TA,TA,9757,143000
907130100,CollgCr,1997,6,Gd,TA,15426,231500
907131090,CollgCr,1996,7,Gd,Gd,10667,212000
907131190,CollgCr,1998,7,TA,TA,14753,207000
907135040,CollgCr,1994,5,TA,TA,10859,145000
907135170,CollgCr,1994,5,TA,TA,8072,138000
907175100,CollgCr,1998,7,Gd,TA,10400,197900
907180130,CollgCr,1999,7,Gd,Gd,10335,204000
907181100,CollgCr,1999,7,Gd,Gd,9017,192000
907185050,CollgCr,1998,6,TA,TA,8750,200000
907192030,CollgCr,2002,7,Gd,Gd,8935,195000
907192090,CollgCr,2002,7,Gd,Gd,9808,227000
907194010,CollgCr,2001,7,Gd,Gd,12420,230000
907194110,CollgCr,2001,7,Gd,Gd,16285,187100
907194160,CollgCr,2002,7,Gd,Gd,10739,203000
907196060,CollgCr,2001,7,Gd,Gd,11166,201000
907200230,CollgCr,1978,5,TA,TA,8430,124000
907201220,CollgCr,1978,5,TA,TA,16269,140000
907201280,CollgCr,1979,5,TA,TA,6950,134900
907202050,CollgCr,1977,5,Gd,TA,8800,150500
907202080,CollgCr,1978,5,TA,Gd,7000,136500
907202130,CollgCr,1977,5,Gd,TA,9286,143500
907227030,CollgCr,1972,5,TA,TA,15523,133500
907227080,CollgCr,1972,5,TA,TA,7200,123000
907227110,CollgCr,1972,5,TA,TA,7200,133900
907227290,CollgCr,1972,5,TA,TA,8445,133000
907250070,CollgCr,2002,7,Gd,Gd,11664,250000
907252060,CollgCr,2003,8,Gd,Gd,12334,254750
907252210,CollgCr,2001,8,Ex,Gd,11838,236500
907252220,CollgCr,2001,8,Ex,Gd,11885,261500
907253130,CollgCr,2000,9,Ex,Gd,11050,313000
907260030,CollgCr,2002,7,Gd,Gd,8749,198500
907265010,CollgCr,2001,7,Gd,Gd,11250,211000
907275010,CollgCr,1999,8,Gd,Gd,15750,220000
907275090,CollgCr,1996,7,Gd,Gd,11883,203000
907275140,CollgCr,2002,8,Gd,Gd,12782,279500
907280170,CollgCr,1997,7,Gd,Gd,8750,210000
907285020,CollgCr,1997,7,Gd,TA,9375,219500
907285050,CollgCr,1996,7,Gd,Gd,8750,191000
907290070,CollgCr,2001,7,Gd,Gd,9100,178000
907290090,CollgCr,2000,7,Gd,Gd,9750,213000
907290180,CollgCr,2003,6,Gd,Gd,4435,144000
907290210,CollgCr,2003,6,Gd,Gd,4435,140000
907410130,CollgCr,2007,8,Gd,Gd,10200,293200
907412020,CollgCr,2004,7,Gd,Gd,9313,190000
907414020,CollgCr,2004,7,Gd,Gd,8487,190000
907414080,CollgCr,2005,6,Gd,Gd,8633,173500
907420040,CollgCr,2007,6,Gd,Gd,11069,170000
908102050,Edwards,1949,4,Gd,TA,8777,108000
908102270,Edwards,1964,5,TA,TA,9937,167000
908102290,Edwards,1938,4,TA,TA,8877,100000
908128060,Edwards,2003,7,Gd,Gd,7301,198500
908151050,Edwards,1977,6,TA,TA,7950,159500
908152035,Edwards,1960,4,TA,TA,10682,127000
908152100,Edwards,1976,6,TA,TA,7200,125000
908154040,Edwards,2007,9,Ex,Ex,13286,320000
908186080,Edwards,2005,6,TA,TA,3675,145500
908201040,Edwards,1947,5,TA,TA,9405,118000
908203090,Edwards,1959,4,TA,TA,6410,85000
908225290,Edwards,1950,5,TA,TA,11767,120000
908225370,Edwards,1945,4,TA,TA,8405,98000
908229020,Edwards,1922,5,TA,TA,4060,99900
908250030,Edwards,1952,3,Fa,TA,10206,82000
908275040,Edwards,1959,5,TA,TA,10926,119900
908275110,Edwards,1956,5,TA,TA,11767,103500
908276150,Edwards,1956,4,TA,TA,8926,112000
909101010,Edwards,1920,6,Gd,TA,12354,110000
909101100,Edwards,1941,5,TA,TA,8212,122000
909101140,Edwards,1941,5,TA,TA,10998,117000
909129090,SWISU,1938,5,TA,TA,6300,160000
909129100,SWISU,1932,5,TA,TA,4500,159434
909175080,SWISU,1920,2,Fa,TA,8400,60000
909178160,SWISU,1940,6,TA,TA,9900,139500
909179020,SWISU,1920,7,TA,TA,15863,197000
909250080,SWISU,1935,6,TA,TA,5707,105000
909250220,SWISU,1928,4,Gd,TA,7804,135000
909251050,Crawfor,1916,6,Gd,Gd,8574,147500
909251170,SWISU,1925,6,Gd,TA,6171,137450
909252020,SWISU,1936,7,Gd,Gd,7200,155000
909253010,Crawfor,1928,6,TA,TA,7558,177000
909253180,SWISU,1928,7,TA,TA,6292,145000
909254010,Crawfor,1918,7,TA,TA,7155,137000
909257050,Crawfor,1926,7,Gd,Gd,10918,234000
909275080,Crawfor,1940,5,TA,TA,13680,205000
909276110,Crawfor,1942,6,Gd,TA,7500,177500
909276200,Crawfor,1940,5,TA,Gd,9600,160000
909277090,Crawfor,1960,5,TA,TA,14680,155000
909277100,Crawfor,1921,5,TA,TA,13360,163500
909278020,Crawfor,1921,5,TA,TA,7681,154900
909279010,Crawfor,1940,7,TA,TA,8145,205000
909282130,Crawfor,1954,5,TA,TA,9100,144800
909425060,Crawfor,1941,7,Fa,TA,12000,174500
909425130,Crawfor,1960,6,TA,TA,13339,193000
909426090,Crawfor,1949,5,Fa,TA,15600,158000
909427200,Crawfor,1950,6,Gd,TA,14000,158500
909428240,Crawfor,1954,6,TA,TA,17500,224000
909451040,Blueste,1980,6,TA,TA,1733,115000
909451100,Blueste,1980,6,Gd,TA,1488,137000
909451140,Blueste,1980,6,TA,TA,1612,121000
909451180,Blueste,1980,6,TA,TA,1300,124000
909452050,Crawfor,1986,6,TA,TA,13607,208000
909475040,Crawfor,1971,7,Ex,Gd,17597,315000
909475300,Crawfor,1988,6,Gd,Gd,21695,222000
910202070,IDOTRR,1920,5,TA,TA,10690,147000
910204050,IDOTRR,1900,5,Gd,TA,8660,123000
910205020,IDOTRR,1920,5,TA,TA,6402,78000
911103050,IDOTRR,1915,3,Fa,Fa,8470,85000
911104060,IDOTRR,1925,4,TA,TA,10200,75000
911370500,Crawfor,2007,8,Ex,Ex,3843,230000
912251110,IDOTRR,1910,2,TA,Fa,21780,57625
914465020,Mitchel,2000,8,Gd,Gd,10125,251000
914465040,Mitchel,2003,7,Gd,Gd,12822,239686
914465055,Mitchel,2004,7,Gd,Gd,12118,240000
914474070,Mitchel,2001,6,Gd,TA,12209,215000
914475010,Mitchel,1977,6,TA,TA,9750,156450
914475030,Mitchel,1977,6,TA,TA,9360,173000
914476020,Mitchel,1977,5,Gd,TA,10125,126000
914476380,Mitchel,1990,7,Gd,TA,9947,173000
914476430,Mitchel,1991,5,TA,TA,11070,152000
916176030,Timber,1958,6,Gd,TA,14375,137500
916176125,Timber,1965,7,TA,TA,215245,375000
916380070,Timber,2007,9,Ex,Gd,12898,315500
916382010,Timber,2009,7,Gd,TA,13159,224500
916382100,Timber,2008,9,Ex,Ex,13438,410000
916382110,Timber,2008,9,Ex,Ex,14463,316500
916386140,Timber,2007,8,Gd,Gd,8925,201000
916403010,Timber,1988,6,Gd,TA,11457,175000
916403200,Timber,1980,6,Gd,TA,9839,204000
916403250,Timber,1987,7,Gd,TA,14419,213500
916455070,Timber,2001,8,Gd,Gd,6853,220000
916460110,Timber,2003,7,Gd,Gd,9157,170000
916475040,Timber,2006,9,Ex,Ex,14601,315000
921128050,Timber,2007,9,Ex,Ex,12633,425000
923201100,Mitchel,1968,5,Gd,TA,12518,139500
923202060,Mitchel,1960,5,TA,TA,21750,115000
923203110,Mitchel,1998,6,TA,TA,4500,162000
923203190,Mitchel,1999,6,TA,TA,4500,165000
923225360,MeadowV,1973,4,TA,TA,1596,91000
923225490,Mitchel,1968,5,TA,TA,9858,130000
923226270,MeadowV,1970,4,Gd,TA,1526,86000
923227080,Mitchel,1969,5,TA,TA,13383,160000
923228110,MeadowV,1970,4,TA,TA,1477,80000
923228150,MeadowV,1970,4,TA,TA,1533,97000
923228230,MeadowV,1970,4,TA,TA,2217,88000
923230200,Mitchel,1972,5,TA,TA,7689,131900
923252075,Mitchel,1993,6,TA,TA,7706,131250
923275040,Mitchel,1978,5,Gd,TA,9101,165500
923275140,Mitchel,1985,5,TA,TA,8780,112000
923276260,Mitchel,1992,5,TA,TA,7669,149000
923400025,Mitchel,1993,5,TA,TA,14115,143000
923400110,Mitchel,1992,5,TA,TA,10429,130000
924100040,Mitchel,1977,6,Gd,TA,9819,196000
924100060,Mitchel,1969,5,TA,Gd,10457,173000
526351030,NAmes,1958,6,TA,Ex,11029,176500
526353050,NAmes,1970,6,TA,TA,12925,237500
526354070,NAmes,1969,6,TA,TA,11075,206900
527105050,Gilbert,1997,6,TA,TA,8702,187500
527106050,Gilbert,1995,6,TA,TA,8139,165000
527106140,Gilbert,1998,6,TA,TA,9535,195500
527106150,Gilbert,1998,6,TA,TA,9042,192000
527107010,Gilbert,1996,6,TA,TA,15038,173000
527107090,Gilbert,1996,5,Gd,Gd,14137,177900
527107210,Gilbert,1996,7,TA,TA,21872,175000
527127140,StoneBr,2001,8,Ex,Gd,4923,286000
527131110,StoneBr,1997,8,Gd,Gd,6264,247900
527140090,StoneBr,1993,8,Gd,Gd,5395,180000
527145090,StoneBr,1992,8,Gd,Gd,5070,180000
527161010,Gilbert,1997,6,TA,TA,10839,181000
527162180,Gilbert,1998,6,TA,TA,11184,183000
527163100,Gilbert,1995,6,TA,TA,8000,188000
527164120,Gilbert,1994,7,Gd,Gd,10832,194500
527165010,Gilbert,1991,6,Gd,TA,14067,185000
527183030,StoneBr,1988,8,Gd,Gd,4671,189000
527183060,StoneBr,1989,8,Gd,Gd,5950,188500
527208010,StoneBr,2005,8,Ex,Gd,13543,355000
527212050,StoneBr,2005,9,Ex,Gd,11198,325000
527214030,StoneBr,2004,9,Ex,Ex,15401,387000
